source,src_label,canonical_label,sha256,path,width,height
plantvillage_apple,Apple___healthy,healthy,f8dc39d79864059886c3139a0a8efe025b5f25ad149eae8d6bf6a5ed74705584,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/f8dc39d79864059886c3139a0a8efe025b5f25ad149eae8d6bf6a5ed74705584.jpg,256,256
plantvillage_apple,Apple___Cedar_apple_rust,rust,6dbef41c49c9fcf012e30661bb1857baf31df2cb0fa28192492caf2ca629718c,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/rust/6dbef41c49c9fcf012e30661bb1857baf31df2cb0fa28192492caf2ca629718c.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,53d36bedd7d878368ba11eeb10bdc8c53377db29ebffa91583f451fa3eb4c2a5,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/53d36bedd7d878368ba11eeb10bdc8c53377db29ebffa91583f451fa3eb4c2a5.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,85512825845eaeded78a28727f182ecd1136d3f79e6c7312fa7079cac2b01c21,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/85512825845eaeded78a28727f182ecd1136d3f79e6c7312fa7079cac2b01c21.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,f47894df45f83d02e5ea792b7c48177c16df5d52fdb5b0f831bcbdf7f382a112,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/f47894df45f83d02e5ea792b7c48177c16df5d52fdb5b0f831bcbdf7f382a112.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,80b1a4011a461e1b855a41df26a5ce2df7e8e2f0863150b57bd695fc3e9ac339,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/80b1a4011a461e1b855a41df26a5ce2df7e8e2f0863150b57bd695fc3e9ac339.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,74b056a52a33eefe43d553ecfadabc688de65eef0a02c149cb86e06e5bd3b7b1,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/74b056a52a33eefe43d553ecfadabc688de65eef0a02c149cb86e06e5bd3b7b1.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,62fa9e95df0a9e97242dc2c2753233c54d18cc9c107b71562af552df87cf7447,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/62fa9e95df0a9e97242dc2c2753233c54d18cc9c107b71562af552df87cf7447.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,62a7ff9322d538e70501cdb9c32423dc4c6e6d43231018b75f3ad33e7bc001ae,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/62a7ff9322d538e70501cdb9c32423dc4c6e6d43231018b75f3ad33e7bc001ae.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,5be181611cc7c9facfd9b357cf60f81e6cbca0ad0f52c85f264bae8efbd8cfc0,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/5be181611cc7c9facfd9b357cf60f81e6cbca0ad0f52c85f264bae8efbd8cfc0.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,61ee9a830404739ded699f6acdd0834d2df9a012ddc48566f4d8424ce0d65b99,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/61ee9a830404739ded699f6acdd0834d2df9a012ddc48566f4d8424ce0d65b99.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,d0b7f926630032e397168f28186c35d41cf5ba5ceeb8822b7d6f61bf24b33665,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/d0b7f926630032e397168f28186c35d41cf5ba5ceeb8822b7d6f61bf24b33665.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,cc94013bba9050e5707a64d3e6f055e3d5c9c8913d6fcc15b1fe808afb498633,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/cc94013bba9050e5707a64d3e6f055e3d5c9c8913d6fcc15b1fe808afb498633.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,52804e1c269f0480082b888ed0c757f435f1d9a94f74e5fba86f3b69604d21af,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/52804e1c269f0480082b888ed0c757f435f1d9a94f74e5fba86f3b69604d21af.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,0916b8764dd1f6f820c9b0104290ada2e6e858c87dc06aa5e4256e9f467b51be,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/0916b8764dd1f6f820c9b0104290ada2e6e858c87dc06aa5e4256e9f467b51be.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,4e083753278663025088753c7ed7e515ef4a83f214d1f4fcbb467291d9b18996,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/4e083753278663025088753c7ed7e515ef4a83f214d1f4fcbb467291d9b18996.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,f8adb6aa7f1c8ef936a1107b549d8b3ec66ce3a23c493a0032fba1a8c5799475,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/f8adb6aa7f1c8ef936a1107b549d8b3ec66ce3a23c493a0032fba1a8c5799475.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,8fcea56660eeb4076e96a94a2a240428e28beac5a4a78275a6e4aae816093456,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/8fcea56660eeb4076e96a94a2a240428e28beac5a4a78275a6e4aae816093456.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,1f4471643909a7d26ac2a6c61eb8b74a2c21b075c55a060da505d58e73d1cd65,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/1f4471643909a7d26ac2a6c61eb8b74a2c21b075c55a060da505d58e73d1cd65.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,4d69a529f886567db4790a05e8150b20ff3446d2631bb19563cfe3d0471bc528,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/4d69a529f886567db4790a05e8150b20ff3446d2631bb19563cfe3d0471bc528.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,5cd06da439620bbba5365eaa29b42a6941eb7d8b791888f96c1dcfd1a1ca8119,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/5cd06da439620bbba5365eaa29b42a6941eb7d8b791888f96c1dcfd1a1ca8119.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,66fb7861c3c710eed479f1d133dddc0549364fa4fd7223c412fc550ce4177f1d,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/66fb7861c3c710eed479f1d133dddc0549364fa4fd7223c412fc550ce4177f1d.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,2f960e0a7933bdd67e63c332a4936515c443b563ab8fdf086ab4e627961d82bd,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/2f960e0a7933bdd67e63c332a4936515c443b563ab8fdf086ab4e627961d82bd.jpg,256,256
plantvillage_apple,Apple___Cedar_apple_rust,rust,06ededb69ba2e6b26e57ca818cb9451b346a034483eb07d5ea85ac45ea6c21f9,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/rust/06ededb69ba2e6b26e57ca818cb9451b346a034483eb07d5ea85ac45ea6c21f9.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,196bbca360a013b5e09568f3a04e7db36dbd39bbee6d2a5a237a3030f02c2993,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/196bbca360a013b5e09568f3a04e7db36dbd39bbee6d2a5a237a3030f02c2993.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,4368971e624615ed7c1dbcd18c8381b183e23afc8abe30f846ce2427ff4f89ac,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/4368971e624615ed7c1dbcd18c8381b183e23afc8abe30f846ce2427ff4f89ac.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,db88fe81bfc39c0cb54dd3c85a6812cc3e9e4784276352de6078b3c6216812ae,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/db88fe81bfc39c0cb54dd3c85a6812cc3e9e4784276352de6078b3c6216812ae.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,6e44825cc143933cfce9a662b462b89e308af98eb833dd812f5ab35ed77cc437,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/6e44825cc143933cfce9a662b462b89e308af98eb833dd812f5ab35ed77cc437.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,c5213d40a0c3e100c81ea6c02be6eb36ac8fc19eff334f542c01cb8c3087a2b4,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/c5213d40a0c3e100c81ea6c02be6eb36ac8fc19eff334f542c01cb8c3087a2b4.jpg,256,256
plantvillage_apple,Apple___Cedar_apple_rust,rust,e5b5036bddf9eeda463483d88029a6e89f617427fcc7eb59aadf53ba6b0c6422,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/rust/e5b5036bddf9eeda463483d88029a6e89f617427fcc7eb59aadf53ba6b0c6422.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,1f7d145e56137a3323f551d989c187977104e4ad146dc33250b2d510dd30fe89,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/1f7d145e56137a3323f551d989c187977104e4ad146dc33250b2d510dd30fe89.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,b421e54c0e367ffa5b513edf3b70b9224cc9253da0b9d727e8879dcee5531025,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/b421e54c0e367ffa5b513edf3b70b9224cc9253da0b9d727e8879dcee5531025.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,413bfd2d7f4e654ffe0be92ab75f8369abcf95f028bf2b4ad87feb2a735618dd,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/413bfd2d7f4e654ffe0be92ab75f8369abcf95f028bf2b4ad87feb2a735618dd.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,8d5744821f6ec2afa8112cdf37ba798155d1f2c864dbddfa2a255df98be0aa2f,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/8d5744821f6ec2afa8112cdf37ba798155d1f2c864dbddfa2a255df98be0aa2f.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,71cd5ce450dbf51f3ac3d1414f097f7853b51e5f363a6c5c1153d650a11652a7,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/71cd5ce450dbf51f3ac3d1414f097f7853b51e5f363a6c5c1153d650a11652a7.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,6d62c196d75a24d9600fcef87601e0153e9ce30f3a2969a4d13e0fc528c3feb5,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/6d62c196d75a24d9600fcef87601e0153e9ce30f3a2969a4d13e0fc528c3feb5.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,d10c41d3f167e5b4a2c1bf32efa4b3622c6218243c4f6202a7a78b6520193012,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/d10c41d3f167e5b4a2c1bf32efa4b3622c6218243c4f6202a7a78b6520193012.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,ffd1d45e945c9f1b48fea20455931ed3fb39c31d48aa6a9ff91bd7cca8134d6c,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/ffd1d45e945c9f1b48fea20455931ed3fb39c31d48aa6a9ff91bd7cca8134d6c.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,89b7142c03da474ac3f410e45b8fab67c94345580788b4d7c5fa990963d3dd42,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/89b7142c03da474ac3f410e45b8fab67c94345580788b4d7c5fa990963d3dd42.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,2eb0f273f7cf1aabb8360fb8da5e071592011aa5ce14dda9e83b6c2b35214df1,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/2eb0f273f7cf1aabb8360fb8da5e071592011aa5ce14dda9e83b6c2b35214df1.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,cbf798eb3de6e37c53c4097ba4e3e9c163708a298e5f541cdcfa46bd1659d6e4,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/cbf798eb3de6e37c53c4097ba4e3e9c163708a298e5f541cdcfa46bd1659d6e4.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,bc82441be1bb4cdc7a6dc2f5b1644844548ee5e3e102ce551c3453906d70db05,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/bc82441be1bb4cdc7a6dc2f5b1644844548ee5e3e102ce551c3453906d70db05.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,9633618adb035e56bd841df8c36bdd1d1306ecaa8017ef6a277fbea21ce17f3e,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/9633618adb035e56bd841df8c36bdd1d1306ecaa8017ef6a277fbea21ce17f3e.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,6b65d45fab8255f37339e745b73023edb5ebe327ae4fdefdf9b336c71c052d8a,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/6b65d45fab8255f37339e745b73023edb5ebe327ae4fdefdf9b336c71c052d8a.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,f1020a46ee38dca361fb1a9e7dad7ffd631724648bff3fb882137015db6578f9,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/f1020a46ee38dca361fb1a9e7dad7ffd631724648bff3fb882137015db6578f9.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,dba993cbffec23e0efa81aa3eedd76ae1b492fdf7187e7d50f11b2fb66ca173c,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/dba993cbffec23e0efa81aa3eedd76ae1b492fdf7187e7d50f11b2fb66ca173c.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,4c8c9ff0dc58b50b4c2ca43ed98d341235341cb01037bf865f11065877914eda,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/4c8c9ff0dc58b50b4c2ca43ed98d341235341cb01037bf865f11065877914eda.jpg,256,256
plantvillage_apple,Apple___healthy,healthy,0180f48dbc6f8f25c7919e7965188659a7f8feaaeafe9a449646e9df0cf90658,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/healthy/0180f48dbc6f8f25c7919e7965188659a7f8feaaeafe9a449646e9df0cf90658.jpg,256,256
plantvillage_apple,Apple___Black_rot,black_rot,c27f5d3453879a084e56a84fd62865398285f19c197fe0c6be92a17318940008,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/black_rot/c27f5d3453879a084e56a84fd62865398285f19c197fe0c6be92a17318940008.jpg,256,256
plantvillage_apple,Apple___Apple_scab,scab,8386a0793e36d0c095e6c32d66aebe25fc08b59d86fd956287324a7e53b2f9c5,/content/drive/My Drive/Colab Notebooks/apple_leaf_specialist/data/normalized/plantvillage_apple/scab/8386a0793e36d0c095e6c32d66aebe25fc08b59d86fd956287324a7e53b2f9c5.jpg,256,256
